,name,current_capacity,total_capacity,percent_capacity,date_time
21,Olympic Lifting Room ,2.0,50.0,4.0,1636232706.854474
22,MP4 (Table Tennis),0.0,300.0,0.0,1636232706.854474
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636232706.854474
24,Colby (Cardio),2.0,300.0,1.0,1636232706.854474
25,Colby (Strength),71.0,300.0,24.0,1636232706.854474
26,Lower Gym (Badminton & Pickleball),44.0,300.0,15.0,1636232706.854474
27,TREC,11.0,300.0,4.0,1636232706.854474
0,Upper Track (4th Floor),1.0,100.0,1.0,1636236307.214421
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636236307.214421
2,Upper Fitness ,4.0,100.0,4.0,1636236307.214421
3,Upper Gym,8.0,100.0,8.0,1636236307.214421
4,MAC Court (Cardio),0.0,100.0,0.0,1636236307.214421
5,MAC (badminton),7.0,50.0,15.0,1636236307.214421
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636236307.214421
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636236307.214421
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636236307.214421
9,Mindfulness Room ,0.0,50.0,0.0,1636236307.214421
10,Racquetball/Squash Courts ,11.0,200.0,6.0,1636236307.214421
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636236307.214421
12,Fitness Pavilion (cardio),0.0,100.0,0.0,1636236307.214421
13,Fitness Loft,4.0,100.0,4.0,1636236307.214421
14,Feature Gym,11.0,100.0,11.0,1636236307.214421
15,B&G Gym 1-3,,,,1636236307.214421
16,B&G Gym 4-6,28.0,300.0,10.0,1636236307.214421
17,Scifres ,18.0,200.0,9.0,1636236307.214421
18,Climbing Wall ,,,,1636236307.214421
19,Bouldering Wall,2.0,20.0,10.0,1636236307.214421
20,East Fitness (Strength Equipment),33.0,300.0,11.0,1636236307.214421
21,Olympic Lifting Room ,8.0,50.0,16.0,1636236307.214421
22,MP4 (Table Tennis),0.0,300.0,0.0,1636236307.214421
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636236307.214421
24,Colby (Cardio),1.0,300.0,1.0,1636236307.214421
25,Colby (Strength),61.0,300.0,21.0,1636236307.214421
26,Lower Gym (Badminton & Pickleball),40.0,300.0,14.0,1636236307.214421
27,TREC,23.0,300.0,8.0,1636236307.214421
0,Upper Track (4th Floor),0.0,100.0,0.0,1636239907.26324
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636239907.26324
2,Upper Fitness ,7.0,100.0,8.0,1636239907.26324
3,Upper Gym,2.0,100.0,2.0,1636239907.26324
4,MAC Court (Cardio),0.0,100.0,0.0,1636239907.26324
5,MAC (badminton),6.0,50.0,12.0,1636239907.26324
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636239907.26324
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636239907.26324
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1636239907.26324
9,Mindfulness Room ,0.0,50.0,0.0,1636239907.26324
10,Racquetball/Squash Courts ,12.0,200.0,6.0,1636239907.26324
11,Fitness Pavilion (strength),10.0,100.0,10.0,1636239907.26324
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636239907.26324
13,Fitness Loft,7.0,100.0,8.0,1636239907.26324
14,Feature Gym,10.0,100.0,10.0,1636239907.26324
15,B&G Gym 1-3,,,,1636239907.26324
16,B&G Gym 4-6,16.0,300.0,6.0,1636239907.26324
17,Scifres ,13.0,200.0,7.0,1636239907.26324
18,Climbing Wall ,,,,1636239907.26324
19,Bouldering Wall,8.0,20.0,40.0,1636239907.26324
20,East Fitness (Strength Equipment),28.0,300.0,10.0,1636239907.26324
21,Olympic Lifting Room ,4.0,50.0,8.0,1636239907.26324
22,MP4 (Table Tennis),2.0,300.0,1.0,1636239907.26324
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636239907.26324
24,Colby (Cardio),5.0,300.0,2.0,1636239907.26324
25,Colby (Strength),47.0,300.0,16.0,1636239907.26324
26,Lower Gym (Badminton & Pickleball),18.0,300.0,6.0,1636239907.26324
27,TREC,38.0,300.0,13.0,1636239907.26324
0,Upper Track (4th Floor),0.0,100.0,0.0,1636243509.1200762
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636243509.1200762
2,Upper Fitness ,3.0,100.0,3.0,1636243509.1200762
3,Upper Gym,4.0,100.0,4.0,1636243509.1200762
4,MAC Court (Cardio),1.0,100.0,1.0,1636243509.1200762
5,MAC (badminton),6.0,50.0,12.0,1636243509.1200762
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1636243509.1200762
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636243509.1200762
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636243509.1200762
9,Mindfulness Room ,0.0,50.0,0.0,1636243509.1200762
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636243509.1200762
11,Fitness Pavilion (strength),3.0,100.0,3.0,1636243509.1200762
12,Fitness Pavilion (cardio),6.0,100.0,6.0,1636243509.1200762
13,Fitness Loft,10.0,100.0,10.0,1636243509.1200762
14,Feature Gym,12.0,100.0,12.0,1636243509.1200762
15,B&G Gym 1-3,,,,1636243509.1200762
16,B&G Gym 4-6,22.0,300.0,8.0,1636243509.1200762
17,Scifres ,11.0,200.0,6.0,1636243509.1200762
18,Climbing Wall ,,,,1636243509.1200762
19,Bouldering Wall,1.0,20.0,5.0,1636243509.1200762
20,East Fitness (Strength Equipment),14.0,300.0,5.0,1636243509.1200762
21,Olympic Lifting Room ,4.0,50.0,8.0,1636243509.1200762
22,MP4 (Table Tennis),0.0,300.0,0.0,1636243509.1200762
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636243509.1200762
24,Colby (Cardio),2.0,300.0,1.0,1636243509.1200762
25,Colby (Strength),63.0,300.0,21.0,1636243509.1200762
26,Lower Gym (Badminton & Pickleball),24.0,300.0,8.0,1636243509.1200762
27,TREC,30.0,300.0,10.0,1636243509.1200762
0,Upper Track (4th Floor),0.0,100.0,0.0,1636247106.7828486
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636247106.7828486
2,Upper Fitness ,1.0,100.0,1.0,1636247106.7828486
3,Upper Gym,2.0,100.0,2.0,1636247106.7828486
4,MAC Court (Cardio),0.0,100.0,0.0,1636247106.7828486
5,MAC (badminton),0.0,50.0,0.0,1636247106.7828486
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636247106.7828486
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636247106.7828486
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636247106.7828486
9,Mindfulness Room ,0.0,50.0,0.0,1636247106.7828486
10,Racquetball/Squash Courts ,1.0,200.0,1.0,1636247106.7828486
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636247106.7828486
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636247106.7828486
13,Fitness Loft,3.0,100.0,3.0,1636247106.7828486
14,Feature Gym,1.0,100.0,1.0,1636247106.7828486
15,B&G Gym 1-3,,,,1636247106.7828486
16,B&G Gym 4-6,27.0,300.0,9.0,1636247106.7828486
17,Scifres ,8.0,200.0,4.0,1636247106.7828486
18,Climbing Wall ,,,,1636247106.7828486
19,Bouldering Wall,2.0,20.0,10.0,1636247106.7828486
20,East Fitness (Strength Equipment),21.0,300.0,8.0,1636247106.7828486
21,Olympic Lifting Room ,3.0,50.0,6.0,1636247106.7828486
22,MP4 (Table Tennis),4.0,300.0,2.0,1636247106.7828486
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636247106.7828486
24,Colby (Cardio),2.0,300.0,1.0,1636247106.7828486
25,Colby (Strength),35.0,300.0,12.0,1636247106.7828486
26,Lower Gym (Badminton & Pickleball),21.0,300.0,8.0,1636247106.7828486
27,TREC,49.0,300.0,17.0,1636247106.7828486
0,Upper Track (4th Floor),0.0,100.0,0.0,1636250708.7167718
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636250708.7167718
2,Upper Fitness ,2.0,100.0,2.0,1636250708.7167718
3,Upper Gym,12.0,100.0,12.0,1636250708.7167718
4,MAC Court (Cardio),0.0,100.0,0.0,1636250708.7167718
5,MAC (badminton),0.0,50.0,0.0,1636250708.7167718
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636250708.7167718
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636250708.7167718
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636250708.7167718
9,Mindfulness Room ,0.0,50.0,0.0,1636250708.7167718
10,Racquetball/Squash Courts ,4.0,200.0,2.0,1636250708.7167718
11,Fitness Pavilion (strength),2.0,100.0,2.0,1636250708.7167718
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636250708.7167718
13,Fitness Loft,4.0,100.0,4.0,1636250708.7167718
14,Feature Gym,5.0,100.0,5.0,1636250708.7167718
15,B&G Gym 1-3,,,,1636250708.7167718
16,B&G Gym 4-6,28.0,300.0,10.0,1636250708.7167718
17,Scifres ,9.0,200.0,5.0,1636250708.7167718
18,Climbing Wall ,,,,1636250708.7167718
19,Bouldering Wall,3.0,20.0,15.0,1636250708.7167718
20,East Fitness (Strength Equipment),32.0,300.0,11.0,1636250708.7167718
21,Olympic Lifting Room ,1.0,50.0,2.0,1636250708.7167718
22,MP4 (Table Tennis),2.0,300.0,1.0,1636250708.7167718
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636250708.7167718
24,Colby (Cardio),7.0,300.0,3.0,1636250708.7167718
25,Colby (Strength),36.0,300.0,12.0,1636250708.7167718
26,Lower Gym (Badminton & Pickleball),34.0,300.0,12.0,1636250708.7167718
27,TREC,42.0,300.0,15.0,1636250708.7167718
0,Upper Track (4th Floor),0.0,100.0,0.0,1636254308.3086545
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636254308.3086545
2,Upper Fitness ,4.0,100.0,4.0,1636254308.3086545
3,Upper Gym,24.0,100.0,24.0,1636254308.3086545
4,MAC Court (Cardio),1.0,100.0,1.0,1636254308.3086545
5,MAC (badminton),0.0,50.0,0.0,1636254308.3086545
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636254308.3086545
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636254308.3086545
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636254308.3086545
9,Mindfulness Room ,0.0,50.0,0.0,1636254308.3086545
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636254308.3086545
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636254308.3086545
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636254308.3086545
13,Fitness Loft,3.0,100.0,3.0,1636254308.3086545
14,Feature Gym,4.0,100.0,4.0,1636254308.3086545
15,B&G Gym 1-3,,,,1636254308.3086545
16,B&G Gym 4-6,14.0,300.0,5.0,1636254308.3086545
17,Scifres ,10.0,200.0,5.0,1636254308.3086545
18,Climbing Wall ,,,,1636254308.3086545
19,Bouldering Wall,7.0,20.0,35.0,1636254308.3086545
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636254308.3086545
21,Olympic Lifting Room ,2.0,50.0,4.0,1636254308.3086545
22,MP4 (Table Tennis),4.0,300.0,2.0,1636254308.3086545
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636254308.3086545
24,Colby (Cardio),3.0,300.0,1.0,1636254308.3086545
25,Colby (Strength),45.0,300.0,15.0,1636254308.3086545
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636254308.3086545
27,TREC,,,,1636254308.3086545
0,Upper Track (4th Floor),0.0,100.0,0.0,1636279508.09295
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636279508.09295
2,Upper Fitness ,4.0,100.0,4.0,1636279508.09295
3,Upper Gym,24.0,100.0,24.0,1636279508.09295
4,MAC Court (Cardio),1.0,100.0,1.0,1636279508.09295
5,MAC (badminton),0.0,50.0,0.0,1636279508.09295
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636279508.09295
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636279508.09295
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636279508.09295
9,Mindfulness Room ,0.0,50.0,0.0,1636279508.09295
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636279508.09295
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636279508.09295
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636279508.09295
13,Fitness Loft,3.0,100.0,3.0,1636279508.09295
14,Feature Gym,4.0,100.0,4.0,1636279508.09295
15,B&G Gym 1-3,,,,1636279508.09295
16,B&G Gym 4-6,14.0,300.0,5.0,1636279508.09295
17,Scifres ,10.0,200.0,5.0,1636279508.09295
18,Climbing Wall ,,,,1636279508.09295
19,Bouldering Wall,7.0,20.0,35.0,1636279508.09295
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636279508.09295
21,Olympic Lifting Room ,2.0,50.0,4.0,1636279508.09295
22,MP4 (Table Tennis),4.0,300.0,2.0,1636279508.09295
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636279508.09295
24,Colby (Cardio),3.0,300.0,1.0,1636279508.09295
25,Colby (Strength),45.0,300.0,15.0,1636279508.09295
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636279508.09295
27,TREC,,,,1636279508.09295
0,Upper Track (4th Floor),0.0,100.0,0.0,1636283106.9023354
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636283106.9023354
2,Upper Fitness ,4.0,100.0,4.0,1636283106.9023354
3,Upper Gym,24.0,100.0,24.0,1636283106.9023354
4,MAC Court (Cardio),1.0,100.0,1.0,1636283106.9023354
5,MAC (badminton),0.0,50.0,0.0,1636283106.9023354
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636283106.9023354
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636283106.9023354
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636283106.9023354
9,Mindfulness Room ,0.0,50.0,0.0,1636283106.9023354
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636283106.9023354
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636283106.9023354
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636283106.9023354
13,Fitness Loft,3.0,100.0,3.0,1636283106.9023354
14,Feature Gym,4.0,100.0,4.0,1636283106.9023354
15,B&G Gym 1-3,,,,1636283106.9023354
16,B&G Gym 4-6,14.0,300.0,5.0,1636283106.9023354
17,Scifres ,10.0,200.0,5.0,1636283106.9023354
18,Climbing Wall ,,,,1636283106.9023354
19,Bouldering Wall,7.0,20.0,35.0,1636283106.9023354
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636283106.9023354
21,Olympic Lifting Room ,2.0,50.0,4.0,1636283106.9023354
22,MP4 (Table Tennis),4.0,300.0,2.0,1636283106.9023354
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636283106.9023354
24,Colby (Cardio),3.0,300.0,1.0,1636283106.9023354
25,Colby (Strength),45.0,300.0,15.0,1636283106.9023354
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636283106.9023354
27,TREC,,,,1636283106.9023354
0,Upper Track (4th Floor),0.0,100.0,0.0,1636286707.4212124
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636286707.4212124
2,Upper Fitness ,4.0,100.0,4.0,1636286707.4212124
3,Upper Gym,24.0,100.0,24.0,1636286707.4212124
4,MAC Court (Cardio),1.0,100.0,1.0,1636286707.4212124
5,MAC (badminton),0.0,50.0,0.0,1636286707.4212124
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636286707.4212124
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636286707.4212124
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636286707.4212124
9,Mindfulness Room ,0.0,50.0,0.0,1636286707.4212124
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636286707.4212124
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636286707.4212124
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636286707.4212124
13,Fitness Loft,3.0,100.0,3.0,1636286707.4212124
14,Feature Gym,4.0,100.0,4.0,1636286707.4212124
15,B&G Gym 1-3,,,,1636286707.4212124
16,B&G Gym 4-6,14.0,300.0,5.0,1636286707.4212124
17,Scifres ,10.0,200.0,5.0,1636286707.4212124
18,Climbing Wall ,,,,1636286707.4212124
19,Bouldering Wall,7.0,20.0,35.0,1636286707.4212124
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636286707.4212124
21,Olympic Lifting Room ,2.0,50.0,4.0,1636286707.4212124
22,MP4 (Table Tennis),4.0,300.0,2.0,1636286707.4212124
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636286707.4212124
24,Colby (Cardio),3.0,300.0,1.0,1636286707.4212124
25,Colby (Strength),45.0,300.0,15.0,1636286707.4212124
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636286707.4212124
27,TREC,,,,1636286707.4212124
0,Upper Track (4th Floor),0.0,100.0,0.0,1636290307.6974206
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636290307.6974206
2,Upper Fitness ,4.0,100.0,4.0,1636290307.6974206
3,Upper Gym,24.0,100.0,24.0,1636290307.6974206
4,MAC Court (Cardio),1.0,100.0,1.0,1636290307.6974206
5,MAC (badminton),0.0,50.0,0.0,1636290307.6974206
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636290307.6974206
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636290307.6974206
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636290307.6974206
9,Mindfulness Room ,0.0,50.0,0.0,1636290307.6974206
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636290307.6974206
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636290307.6974206
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636290307.6974206
13,Fitness Loft,3.0,100.0,3.0,1636290307.6974206
14,Feature Gym,4.0,100.0,4.0,1636290307.6974206
15,B&G Gym 1-3,,,,1636290307.6974206
16,B&G Gym 4-6,14.0,300.0,5.0,1636290307.6974206
17,Scifres ,10.0,200.0,5.0,1636290307.6974206
18,Climbing Wall ,,,,1636290307.6974206
19,Bouldering Wall,7.0,20.0,35.0,1636290307.6974206
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636290307.6974206
21,Olympic Lifting Room ,2.0,50.0,4.0,1636290307.6974206
22,MP4 (Table Tennis),4.0,300.0,2.0,1636290307.6974206
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636290307.6974206
24,Colby (Cardio),3.0,300.0,1.0,1636290307.6974206
25,Colby (Strength),45.0,300.0,15.0,1636290307.6974206
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636290307.6974206
27,TREC,,,,1636290307.6974206
0,Upper Track (4th Floor),0.0,100.0,0.0,1636293906.503003
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636293906.503003
2,Upper Fitness ,4.0,100.0,4.0,1636293906.503003
3,Upper Gym,24.0,100.0,24.0,1636293906.503003
4,MAC Court (Cardio),1.0,100.0,1.0,1636293906.503003
5,MAC (badminton),0.0,50.0,0.0,1636293906.503003
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636293906.503003
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636293906.503003
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636293906.503003
9,Mindfulness Room ,0.0,50.0,0.0,1636293906.503003
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636293906.503003
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636293906.503003
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636293906.503003
13,Fitness Loft,3.0,100.0,3.0,1636293906.503003
14,Feature Gym,4.0,100.0,4.0,1636293906.503003
15,B&G Gym 1-3,,,,1636293906.503003
16,B&G Gym 4-6,14.0,300.0,5.0,1636293906.503003
17,Scifres ,10.0,200.0,5.0,1636293906.503003
18,Climbing Wall ,,,,1636293906.503003
19,Bouldering Wall,7.0,20.0,35.0,1636293906.503003
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636293906.503003
21,Olympic Lifting Room ,2.0,50.0,4.0,1636293906.503003
22,MP4 (Table Tennis),4.0,300.0,2.0,1636293906.503003
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636293906.503003
24,Colby (Cardio),3.0,300.0,1.0,1636293906.503003
25,Colby (Strength),45.0,300.0,15.0,1636293906.503003
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636293906.503003
27,TREC,,,,1636293906.503003
0,Upper Track (4th Floor),0.0,100.0,0.0,1636297507.1280763
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636297507.1280763
2,Upper Fitness ,4.0,100.0,4.0,1636297507.1280763
3,Upper Gym,24.0,100.0,24.0,1636297507.1280763
4,MAC Court (Cardio),1.0,100.0,1.0,1636297507.1280763
5,MAC (badminton),0.0,50.0,0.0,1636297507.1280763
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636297507.1280763
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636297507.1280763
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636297507.1280763
9,Mindfulness Room ,0.0,50.0,0.0,1636297507.1280763
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636297507.1280763
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636297507.1280763
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636297507.1280763
13,Fitness Loft,3.0,100.0,3.0,1636297507.1280763
14,Feature Gym,4.0,100.0,4.0,1636297507.1280763
15,B&G Gym 1-3,,,,1636297507.1280763
16,B&G Gym 4-6,14.0,300.0,5.0,1636297507.1280763
17,Scifres ,10.0,200.0,5.0,1636297507.1280763
18,Climbing Wall ,,,,1636297507.1280763
19,Bouldering Wall,7.0,20.0,35.0,1636297507.1280763
20,East Fitness (Strength Equipment),15.0,300.0,5.0,1636297507.1280763
21,Olympic Lifting Room ,2.0,50.0,4.0,1636297507.1280763
22,MP4 (Table Tennis),4.0,300.0,2.0,1636297507.1280763
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636297507.1280763
24,Colby (Cardio),3.0,300.0,1.0,1636297507.1280763
25,Colby (Strength),45.0,300.0,15.0,1636297507.1280763
26,Lower Gym (Badminton & Pickleball),25.0,300.0,9.0,1636297507.1280763
27,TREC,,,,1636297507.1280763
0,Upper Track (4th Floor),0.0,100.0,0.0,1636301106.6059322
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636301106.6059322
2,Upper Fitness ,1.0,100.0,1.0,1636301106.6059322
3,Upper Gym,2.0,100.0,2.0,1636301106.6059322
4,MAC Court (Cardio),0.0,100.0,0.0,1636301106.6059322
5,MAC (badminton),0.0,50.0,0.0,1636301106.6059322
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636301106.6059322
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636301106.6059322
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636301106.6059322
9,Mindfulness Room ,0.0,50.0,0.0,1636301106.6059322
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636301106.6059322
11,Fitness Pavilion (strength),2.0,100.0,2.0,1636301106.6059322
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636301106.6059322
13,Fitness Loft,9.0,100.0,9.0,1636301106.6059322
14,Feature Gym,0.0,100.0,0.0,1636301106.6059322
15,B&G Gym 1-3,,,,1636301106.6059322
16,B&G Gym 4-6,4.0,300.0,2.0,1636301106.6059322
17,Scifres ,6.0,200.0,3.0,1636301106.6059322
18,Climbing Wall ,,,,1636301106.6059322
19,Bouldering Wall,0.0,20.0,0.0,1636301106.6059322
20,East Fitness (Strength Equipment),16.0,300.0,6.0,1636301106.6059322
21,Olympic Lifting Room ,2.0,50.0,4.0,1636301106.6059322
22,MP4 (Table Tennis),0.0,300.0,0.0,1636301106.6059322
23,MP3 (Strength Equipment),31.0,100.0,31.0,1636301106.6059322
24,Colby (Cardio),3.0,300.0,1.0,1636301106.6059322
25,Colby (Strength),0.0,300.0,0.0,1636301106.6059322
26,Lower Gym (Badminton & Pickleball),21.0,300.0,8.0,1636301106.6059322
27,TREC,,,,1636301106.6059322
0,Upper Track (4th Floor),0.0,100.0,0.0,1636304706.6773028
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636304706.6773028
2,Upper Fitness ,7.0,100.0,8.0,1636304706.6773028
3,Upper Gym,20.0,100.0,20.0,1636304706.6773028
4,MAC Court (Cardio),2.0,100.0,2.0,1636304706.6773028
5,MAC (badminton),2.0,50.0,4.0,1636304706.6773028
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1636304706.6773028
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636304706.6773028
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636304706.6773028
9,Mindfulness Room ,0.0,50.0,0.0,1636304706.6773028
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636304706.6773028
11,Fitness Pavilion (strength),13.0,100.0,13.0,1636304706.6773028
12,Fitness Pavilion (cardio),7.0,100.0,8.0,1636304706.6773028
13,Fitness Loft,6.0,100.0,6.0,1636304706.6773028
14,Feature Gym,4.0,100.0,4.0,1636304706.6773028
15,B&G Gym 1-3,,,,1636304706.6773028
16,B&G Gym 4-6,15.0,300.0,5.0,1636304706.6773028
17,Scifres ,20.0,200.0,10.0,1636304706.6773028
18,Climbing Wall ,,,,1636304706.6773028
19,Bouldering Wall,0.0,20.0,0.0,1636304706.6773028
20,East Fitness (Strength Equipment),49.0,300.0,17.0,1636304706.6773028
21,Olympic Lifting Room ,9.0,50.0,18.0,1636304706.6773028
22,MP4 (Table Tennis),0.0,300.0,0.0,1636304706.6773028
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636304706.6773028
24,Colby (Cardio),5.0,300.0,2.0,1636304706.6773028
25,Colby (Strength),72.0,300.0,24.0,1636304706.6773028
26,Lower Gym (Badminton & Pickleball),31.0,300.0,11.0,1636304706.6773028
27,TREC,,,,1636304706.6773028
0,Upper Track (4th Floor),0.0,100.0,0.0,1636308306.4621854
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636308306.4621854
2,Upper Fitness ,3.0,100.0,3.0,1636308306.4621854
3,Upper Gym,26.0,100.0,26.0,1636308306.4621854
4,MAC Court (Cardio),2.0,100.0,2.0,1636308306.4621854
5,MAC (badminton),2.0,50.0,4.0,1636308306.4621854
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636308306.4621854
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636308306.4621854
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636308306.4621854
9,Mindfulness Room ,0.0,50.0,0.0,1636308306.4621854
10,Racquetball/Squash Courts ,3.0,200.0,2.0,1636308306.4621854
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636308306.4621854
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636308306.4621854
13,Fitness Loft,3.0,100.0,3.0,1636308306.4621854
14,Feature Gym,0.0,100.0,0.0,1636308306.4621854
15,B&G Gym 1-3,,,,1636308306.4621854
16,B&G Gym 4-6,8.0,300.0,3.0,1636308306.4621854
17,Scifres ,6.0,200.0,3.0,1636308306.4621854
18,Climbing Wall ,,,,1636308306.4621854
19,Bouldering Wall,1.0,20.0,5.0,1636308306.4621854
20,East Fitness (Strength Equipment),28.0,300.0,10.0,1636308306.4621854
21,Olympic Lifting Room ,1.0,50.0,2.0,1636308306.4621854
22,MP4 (Table Tennis),0.0,300.0,0.0,1636308306.4621854
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636308306.4621854
24,Colby (Cardio),1.0,300.0,1.0,1636308306.4621854
